dp_0001,Alpina进口AlpinaB4,3.0,2,301,4638,F32
dp_0803,宝马汽车进口宝马5 Series [5系],2.0,5,135,4907,F11
dp_0804,宝马汽车进口宝马5 Series [5系],2.0,4,135,4954,G30
dp_0805,宝马汽车进口宝马5 Series [5系],2.0,4,140,4910,F10
dp_0806,宝马汽车进口宝马5 Series [5系],2.0,4,160,4841,F10
dp_0807,宝马汽车进口宝马5 Series [5系],2.0,5,160,4907,F11
dp_0808,宝马汽车进口宝马5 Series [5系],2.0,4,180,4841,F10
dp_0809,宝马汽车进口宝马5 Series [5系],2.0,4,180,4899,F10
dp_0810,宝马汽车进口宝马5 Series [5系],2.0,4,180,4902,F10
dp_0811,宝马汽车进口宝马5 Series [5系],2.0,4,180,4907,F10
dp_0812,宝马汽车进口宝马5 Series [5系],2.0,5,180,4907,F11
dp_0813,宝马汽车进口宝马5 Series [5系],2.0,5,180,5003,F07
dp_0814,宝马汽车进口宝马5 Series [5系],2.0,5,180,5012,F07
dp_0815,宝马汽车进口宝马5 Series [5系],2.0,4,185,4954,G30
dp_0816,宝马汽车进口宝马5 Series [5系],2.2,4,125,4775,E39
dp_0817,宝马汽车进口宝马5 Series [5系],2.2,4,125,4841,E60
dp_0818,宝马汽车进口宝马5 Series [5系],2.5,4,120,4775,E39
dp_0819,宝马汽车进口宝马5 Series [5系],2.5,4,130,4841,E60
dp_0820,宝马汽车进口宝马5 Series [5系],2.5,5,130,4844,E61
dp_0821,宝马汽车进口宝马5 Series [5系],2.5,4,140,4839,E60
dp_0822,宝马汽车进口宝马5 Series [5系],2.5,5,140,4839,E61
dp_0823,宝马汽车进口宝马5 Series [5系],2.5,4,141,4775,E39
dp_0824,宝马汽车进口宝马5 Series [5系],2.5,4,141,4841,E60
dp_0825,宝马汽车进口宝马5 Series [5系],2.5,5,141,4844,E61
dp_0826,宝马汽车进口宝马5 Series [5系],2.5,4,150,4899,F10
dp_0827,宝马汽车进口宝马5 Series [5系],2.5,4,160,4844,E60
dp_0828,宝马汽车进口宝马5 Series [5系],2.5,5,160,4844,E61
dp_0829,宝马汽车进口宝马5 Series [5系],2.9,4,142,4775,E39
dp_0830,宝马汽车进口宝马5 Series [5系],2.9,5,142,4844,E39
dp_0831,宝马汽车进口宝马5 Series [5系],3.0,4,145,4839,E60
dp_0832,宝马汽车进口宝马5 Series [5系],3.0,5,145,4839,E61
dp_0833,宝马汽车进口宝马5 Series [5系],3.0,4,145,4841,F10
dp_0834,宝马汽车进口宝马5 Series [5系],3.0,4,150,4900,F10
dp_0835,宝马汽车进口宝马5 Series [5系],3.0,5,150,4907,F11
dp_0836,宝马汽车进口宝马5 Series [5系],3.0,4,160,4839,E60
dp_0837,宝马汽车进口宝马5 Series [5系],3.0,5,160,4839,E61
dp_0838,宝马汽车进口宝马5 Series [5系],3.0,4,160,4844,E60
dp_0839,宝马汽车进口宝马5 Series [5系],3.0,5,160,4844,E61
dp_0840,宝马汽车进口宝马5 Series [5系],3.0,4,170,4775,E39
dp_0841,宝马汽车进口宝马5 Series [5系],3.0,4,170,4844,E60
dp_0842,宝马汽车进口宝马5 Series [5系],3.0,5,170,4844,E39
dp_0843,宝马汽车进口宝马5 Series [5系],3.0,5,170,4844,E61
dp_0844,宝马汽车进口宝马5 Series [5系],3.0,4,173,4839,E60
dp_0845,宝马汽车进口宝马5 Series [5系],3.0,5,173,4839,E61
dp_0846,宝马汽车进口宝马5 Series [5系],3.0,4,179,4841,F10
dp_0847,宝马汽车进口宝马5 Series [5系],3.0,4,180,4900,F10
dp_0848,宝马汽车进口宝马5 Series [5系],3.0,5,180,4907,F11
dp_0849,宝马汽车进口宝马5 Series [5系],3.0,5,180,4996,F07
dp_0850,宝马汽车进口宝马5 Series [5系],3.0,5,180,4999,F07
dp_0851,宝马汽车进口宝马5 Series [5系],3.0,4,190,4841,F10
dp_0852,宝马汽车进口宝马5 Series [5系],3.0,4,190,4844,E60
dp_0853,宝马汽车进口宝马5 Series [5系],3.0,4,190,4900,F10
dp_0854,宝马汽车进口宝马5 Series [5系],3.0,5,190,4907,F11
dp_0855,宝马汽车进口宝马5 Series [5系],3.0,4,200,4839,E60
dp_0856,宝马汽车进口宝马5 Series [5系],3.0,5,200,4839,E61
dp_0857,宝马汽车进口宝马5 Series [5系],3.0,4,200,4841,E60
dp_0858,宝马汽车进口宝马5 Series [5系],3.0,4,200,4841,F10
dp_0859,宝马汽车进口宝马5 Series [5系],3.0,5,200,4844,E61
dp_0860,宝马汽车进口宝马5 Series [5系],3.0,4,210,4839,E60
dp_0861,宝马汽车进口宝马5 Series [5系],3.0,5,210,4839,E61
dp_0862,宝马汽车进口宝马5 Series [5系],3.0,4,220,4900,F10
dp_0863,宝马汽车进口宝马5 Series [5系],3.0,5,220,4907,F11
dp_0864,宝马汽车进口宝马5 Series [5系],3.0,5,220,4999,F07
dp_0865,宝马汽车进口宝马5 Series [5系],3.0,4,225,4899,F10
dp_0866,宝马汽车进口宝马5 Series [5系],3.0,4,225,4900,F10
dp_0867,宝马汽车进口宝马5 Series [5系],3.0,4,225,4902,F10
dp_0868,宝马汽车进口宝马5 Series [5系],3.0,4,225,4907,F10
dp_0869,宝马汽车进口宝马5 Series [5系],3.0,5,225,4907,F11
dp_0870,宝马汽车进口宝马5 Series [5系],3.0,5,225,4996,F07
dp_0871,宝马汽车进口宝马5 Series [5系],3.0,5,225,4998,F07
dp_0872,宝马汽车进口宝马5 Series [5系],3.0,5,225,4999,F07
dp_0873,宝马汽车进口宝马5 Series [5系],3.0,5,225,5003,F07
dp_0874,宝马汽车进口宝马5 Series [5系],3.0,5,225,5012,F07
dp_0875,宝马汽车进口宝马5 Series [5系],3.0,4,230,4841,F10
dp_0876,宝马汽车进口宝马5 Series [5系],3.0,5,230,4907,F11
dp_0877,宝马汽车进口宝马5 Series [5系],3.0,4,250,4899,F10
dp_0878,宝马汽车进口宝马5 Series [5系],3.0,4,250,4954,G30
dp_0879,宝马汽车进口宝马5 Series [5系],3.5,4,180,4775,E39
dp_0880,宝马汽车进口宝马5 Series [5系],4.0,4,225,4839,E60
dp_0881,宝马汽车进口宝马5 Series [5系],4.0,5,300,5003,F07
dp_0882,宝马汽车进口宝马5 Series [5系],4.0,5,300,5012,F07
dp_0883,宝马汽车进口宝马5 Series [5系],4.4,4,217,4780,E39
dp_0884,宝马汽车进口宝马5 Series [5系],4.4,4,245,4841,E60
dp_0885,宝马汽车进口宝马5 Series [5系],4.4,5,245,4844,E61
dp_0886,宝马汽车进口宝马5 Series [5系],4.4,4,300,4841,F10
dp_0887,宝马汽车进口宝马5 Series [5系],4.4,4,300,4900,F10
dp_0888,宝马汽车进口宝马5 Series [5系],4.4,5,300,4907,F11
dp_0889,宝马汽车进口宝马5 Series [5系],4.4,5,300,4996,F07
dp_0890,宝马汽车进口宝马5 Series [5系],4.4,5,300,4998,F07
dp_0891,宝马汽车进口宝马5 Series [5系],4.4,5,300,4999,F07
dp_0892,宝马汽车进口宝马5 Series [5系],4.8,4,270,4820,E60
dp_0893,宝马汽车进口宝马5 Series [5系],4.8,4,270,4839,E60
dp_0894,宝马汽车进口宝马5 Series [5系],4.8,4,270,4839,F10
dp_0895,宝马汽车进口宝马5 Series [5系],4.8,5,270,4839,E61
dp_0896,宝马汽车进口宝马5 Series [5系],4.8,5,270,4844,E61
dp_0897,宝马汽车进口宝马6 Series [6系],2.0,5,190,5103,G32
dp_0898,宝马汽车进口宝马6 Series [6系],3.0,2,190,4820,E63
dp_0899,宝马汽车进口宝马6 Series [6系],3.0,2,190,4820,E64
dp_0900,宝马汽车进口宝马6 Series [6系],3.0,2,190,4821,E63
dp_0901,宝马汽车进口宝马6 Series [6系],3.0,2,190,4821,E64
dp_0902,宝马汽车进口宝马6 Series [6系],3.0,2,200,4818,E63
dp_0903,宝马汽车进口宝马6 Series [6系],3.0,2,200,4818,E64
dp_0904,宝马汽车进口宝马6 Series [6系],3.0,2,200,4820,E64
dp_0905,宝马汽车进口宝马6 Series [6系],3.0,2,210,4818,E63
dp_0906,宝马汽车进口宝马6 Series [6系],3.0,2,210,4818,E64
dp_0907,宝马汽车进口宝马6 Series [6系],3.0,2,230,4895,F12
dp_0908,宝马汽车进口宝马6 Series [6系],3.0,2,230,4895,F13
dp_0909,宝马汽车进口宝马6 Series [6系],3.0,2,235,4894,F12
dp_0910,宝马汽车进口宝马6 Series [6系],3.0,2,235,4894,F13
dp_0911,宝马汽车进口宝马6 Series [6系],3.0,4,235,5007,F06
dp_0912,宝马汽车进口宝马6 Series [6系],3.0,5,250,5103,G32
dp_0913,宝马汽车进口宝马6 Series [6系],4.0,2,300,4894,F12
dp_0914,宝马汽车进口宝马6 Series [6系],4.0,2,300,4894,F13
dp_0915,宝马汽车进口宝马6 Series [6系],4.0,4,300,4894,F06
dp_0916,宝马汽车进口宝马6 Series [6系],4.0,4,300,5007,F06
dp_0917,宝马汽车进口宝马6 Series [6系],4.4,2,245,4820,E63
dp_0918,宝马汽车进口宝马6 Series [6系],4.4,2,245,4821,E63
dp_0919,宝马汽车进口宝马6 Series [6系],4.4,2,245,4821,E64
dp_0920,宝马汽车进口宝马6 Series [6系],4.4,2,300,4894,F12
dp_0921,宝马汽车进口宝马6 Series [6系],4.4,2,300,4894,F13
dp_0922,宝马汽车进口宝马6 Series [6系],4.4,4,300,5007,F06
dp_0923,宝马汽车进口宝马6 Series [6系],4.8,2,270,4818,E63
dp_0924,宝马汽车进口宝马6 Series [6系],4.8,2,270,4818,E64
dp_0925,宝马汽车进口宝马6 Series [6系],4.8,2,270,4820,E63
dp_0926,宝马汽车进口宝马6 Series [6系],4.8,2,270,4820,E64
dp_0927,宝马汽车进口宝马6 Series [6系],4.8,2,270,4821,E63
dp_0928,宝马汽车进口宝马6 Series [6系],4.8,2,270,4821,E64
dp_0929,宝马汽车进口宝马7 Series [7系],2.0,4,190,5250,G12
dp_0930,宝马汽车进口宝马7 Series [7系],2.0,4,195,5273,G12
dp_0931,宝马汽车进口宝马7 Series [7系],2.5,4,105,4981,E38
dp_0932,宝马汽车进口宝马7 Series [7系],2.8,4,142,4981,E38
dp_0933,宝马汽车进口宝马7 Series [7系],2.8,4,142,,E38
dp_0934,宝马汽车进口宝马7 Series [7系],2.9,4,142,,E38
dp_0935,宝马汽车进口宝马7 Series [7系],3.0,4,160,5072,E38
dp_0936,宝马汽车进口宝马7 Series [7系],3.0,4,170,4981,E38
dp_0937,宝马汽车进口宝马7 Series [7系],3.0,4,170,5072,E65
dp_0938,宝马汽车进口宝马7 Series [7系],3.0,4,170,5212,E66
dp_0939,宝马汽车进口宝马7 Series [7系],3.0,4,180,5072,F01
dp_0940,宝马汽车进口宝马7 Series [7系],3.0,4,180,5212,F02
dp_0941,宝马汽车进口宝马7 Series [7系],3.0,4,190,4981,E65
dp_0942,宝马汽车进口宝马7 Series [7系],3.0,4,190,5179,E66
dp_0943,宝马汽车进口宝马7 Series [7系],3.0,4,190,5212,F02
dp_0944,宝马汽车进口宝马7 Series [7系],3.0,4,190,5221,F02
dp_0945,宝马汽车进口宝马7 Series [7系],3.0,4,190,5223,F02
dp_0946,宝马汽车进口宝马7 Series [7系],3.0,4,225,5072,F01
dp_0947,宝马汽车进口宝马7 Series [7系],3.0,4,235,5212,F04
dp_0948,宝马汽车进口宝马7 Series [7系],3.0,4,235,5219,F02
dp_0949,宝马汽车进口宝马7 Series [7系],3.0,4,235,5223,F02
dp_0950,宝马汽车进口宝马7 Series [7系],3.0,4,240,5072,F01
dp_0951,宝马汽车进口宝马7 Series [7系],3.0,4,240,5212,F02
dp_0952,宝马汽车进口宝马7 Series [7系],3.0,4,240,5250,G12
dp_0953,宝马汽车进口宝马7 Series [7系],3.0,4,240,,F02
dp_0954,宝马汽车进口宝马7 Series [7系],3.0,4,250,5273,G12
dp_0955,宝马汽车进口宝马7 Series [7系],3.5,4,174,5029,E38
dp_0956,宝马汽车进口宝马7 Series [7系],3.6,4,200,5029,E38
dp_0957,宝马汽车进口宝马7 Series [7系],3.6,4,200,5029,E65
dp_0958,宝马汽车进口宝马7 Series [7系],3.6,4,200,5169,E66
dp_0959,宝马汽车进口宝马7 Series [7系],3.9,4,180,4983,E38
dp_0960,宝马汽车进口宝马7 Series [7系],4.0,4,210,4981,E38
dp_0961,宝马汽车进口宝马7 Series [7系],4.0,4,225,5179,E66
dp_0962,宝马汽车进口宝马7 Series [7系],4.0,4,300,5221,F02
dp_0963,宝马汽车进口宝马7 Series [7系],4.0,4,330,5250,G12
dp_0964,宝马汽车进口宝马7 Series [7系],4.4,4,210,4983,E38
dp_0965,宝马汽车进口宝马7 Series [7系],4.4,4,220,5039,E65
dp_0966,宝马汽车进口宝马7 Series [7系],4.4,4,245,5029,E65
dp_0967,宝马汽车进口宝马7 Series [7系],4.4,4,245,5169,E66
dp_0968,宝马汽车进口宝马7 Series [7系],4.4,4,300,5039,F01
dp_0969,宝马汽车进口宝马7 Series [7系],4.4,4,300,5072,F01
dp_0970,宝马汽车进口宝马7 Series [7系],4.4,4,300,5212,F02
dp_0971,宝马汽车进口宝马7 Series [7系],4.4,4,330,5250,G12
dp_0972,宝马汽车进口宝马7 Series [7系],4.4,4,342,5072,F04
dp_0973,宝马汽车进口宝马7 Series [7系],4.4,4,342,5212,F04
dp_0974,宝马汽车进口宝马7 Series [7系],4.4,4,390,5273,G12
dp_0975,宝马汽车进口宝马7 Series [7系],4.8,4,270,5029,E65
dp_0976,宝马汽车进口宝马7 Series [7系],4.8,4,270,5179,E66
dp_0977,宝马汽车进口宝马7 Series [7系],5.4,4,240,4983,E38
dp_0978,宝马汽车进口宝马7 Series [7系],6.0,4,191,5179,E65
dp_0979,宝马汽车进口宝马7 Series [7系],6.0,4,327,5029,E65
dp_0980,宝马汽车进口宝马7 Series [7系],6.0,4,327,5169,E66
dp_0981,宝马汽车进口宝马7 Series [7系],6.0,4,327,5179,E66
dp_0982,宝马汽车进口宝马7 Series [7系],6.0,4,327,5212,E65
dp_0983,宝马汽车进口宝马7 Series [7系],6.0,4,400,5072,F01
dp_0984,宝马汽车进口宝马7 Series [7系],6.0,4,400,5212,F02
dp_0985,宝马汽车进口宝马7 Series [7系],6.0,4,400,5221,F02
dp_0986,宝马汽车进口宝马7 Series [7系],6.6,4,430,5273,G12
dp_0987,宝马汽车进口宝马7 Series [7系],6.6,4,448,5250,G12
dp_0988,宝马汽车进口宝马8 Series [8系],3.0,2,235,4843,G14
dp_0989,宝马汽车进口宝马8 Series [8系],3.0,2,235,4843,G15
dp_0990,宝马汽车进口宝马8 Series [8系],4.4,2,390,4843,G15
dp_0991,宝马汽车进口宝马i3,0.7,5,28,4006,I01
dp_0992,宝马汽车进口宝马i3,0.7,5,28,4020,I01
dp_0993,宝马汽车进口宝马i3,电动,5,125,4006,I01
dp_0994,宝马汽车进口宝马i3,电动,5,125,4020,I01
dp_0995,宝马汽车进口宝马i8,1.5,2,170,4689,I12
dp_0996,宝马汽车进口宝马i8,1.5,2,170,4689,I15
dp_0997,宝马汽车进口宝马M Series [M系],3.0,2,250,4379,E82
dp_0998,宝马汽车进口宝马M Series [M系],3.0,2,250,4380,E82
dp_0999,宝马汽车进口宝马M Series [M系],3.0,2,272,4476,F87
dp_1000,宝马汽车进口宝马M Series [M系],3.0,2,302,4476,F87
dp_1001,宝马汽车进口宝马M Series [M系],3.0,2,317,4678,F82
dp_1002,宝马汽车进口宝马M Series [M系],3.0,2,317,4678,F83
dp_1003,宝马汽车进口宝马M Series [M系],3.0,4,317,4678,F80
dp_1004,宝马汽车进口宝马M Series [M系],3.0,2,331,4678,F82
dp_1005,宝马汽车进口宝马M Series [M系],3.0,2,331,4678,F83
dp_1006,宝马汽车进口宝马M Series [M系],3.0,4,331,4678,F80
dp_1007,宝马汽车进口宝马M Series [M系],3.0,2,338,4678,F82
dp_1008,宝马汽车进口宝马M Series [M系],3.0,2,368,4689,F82
dp_1009,宝马汽车进口宝马M Series [M系],3.2,2,235,4026,E36/8
dp_1010,宝马汽车进口宝马M Series [M系],3.2,2,239,4026,E36/8
dp_1011,宝马汽车进口宝马M Series [M系],3.2,2,252,4092,E85
dp_1012,宝马汽车进口宝马M Series [M系],3.2,2,252,4112,E86
dp_1013,宝马汽车进口宝马M Series [M系],3.2,2,252,4493,E46
dp_1014,宝马汽车进口宝马M Series [M系],4.0,4,309,4580,E90
dp_1015,宝马汽车进口宝马M Series [M系],4.0,2,309,4615,E92
dp_1016,宝马汽车进口宝马M Series [M系],4.0,2,309,4615,E93
dp_1017,宝马汽车进口宝马M Series [M系],4.0,4,309,4615,E90
dp_1018,宝马汽车进口宝马M Series [M系],4.4,4,331,4851,E90
dp_1019,宝马汽车进口宝马M Series [M系],4.4,5,408,4851,E70
dp_1020,宝马汽车进口宝马M Series [M系],4.4,5,408,4851,F85
dp_1021,宝马汽车进口宝马M Series [M系],4.4,5,408,4876,E71
dp_1022,宝马汽车进口宝马M Series [M系],4.4,5,408,4876,F86
dp_1023,宝马汽车进口宝马M Series [M系],4.4,2,412,4898,F13
dp_1024,宝马汽车进口宝马M Series [M系],4.4,4,412,4910,F10
dp_1025,宝马汽车进口宝马M Series [M系],4.4,4,412,5011,F06
dp_1026,宝马汽车进口宝马M Series [M系],4.4,5,423,4892,F85
dp_1027,宝马汽车进口宝马M Series [M系],4.4,4,423,4910,F10
dp_1028,宝马汽车进口宝马M Series [M系],4.4,5,423,4921,F86
dp_1029,宝马汽车进口宝马M Series [M系],4.4,4,423,5011,F06
dp_1030,宝马汽车进口宝马M Series [M系],4.4,4,441,4966,F90
dp_1031,宝马汽车进口宝马M Series [M系],4.9,4,294,4855,E39
dp_1032,宝马汽车进口宝马M Series [M系],5.0,4,373,4855,E60
dp_1033,宝马汽车进口宝马M Series [M系],5.0,2,373,4871,E63
dp_1034,宝马汽车进口宝马M Series [M系],5.0,2,373,4872,E64
dp_1035,宝马汽车进口宝马X1,2.0,5,105,4453,E84
dp_1036,宝马汽车进口宝马X1,2.0,5,110,4453,E84
dp_1037,宝马汽车进口宝马X1,2.0,5,110,4454,E84
dp_1038,宝马汽车进口宝马X1,2.0,5,120,4453,E84
dp_1039,宝马汽车进口宝马X1,2.0,5,130,4453,E84
dp_1040,宝马汽车进口宝马X1,2.0,5,135,4453,E84
dp_1041,宝马汽车进口宝马X1,2.0,5,135,4454,E84
dp_1042,宝马汽车进口宝马X1,2.0,5,150,4453,E84
dp_1043,宝马汽车进口宝马X1,2.0,5,180,4454,E84
dp_1044,宝马汽车进口宝马X1,3.0,5,160,4454,E84
dp_1045,宝马汽车进口宝马X1,3.0,5,190,4454,E84
dp_1046,宝马汽车进口宝马X1,3.0,5,224,4454,E84
dp_1047,宝马汽车进口宝马X2,1.5,5,103,4379,F39
dp_1048,宝马汽车进口宝马X2,2.0,5,141,4379,F39
dp_1049,宝马汽车进口宝马X3,2.0,5,110,4656,E83
dp_1050,宝马汽车进口宝马X3,2.0,5,130,4656,E83
dp_1051,宝马汽车进口宝马X3,2.0,5,134,4652,F25
dp_1052,宝马汽车进口宝马X3,2.0,5,135,4642,F25
dp_1053,宝马汽车进口宝马X3,2.0,5,135,4652,F25
dp_1054,宝马汽车进口宝马X3,2.0,5,135,4665,F25
dp_1055,宝马汽车进口宝马X3,2.0,5,180,4642,F25
dp_1056,宝马汽车进口宝马X3,2.0,5,180,4665,F25
dp_1057,宝马汽车进口宝马X3,2.5,5,141,4565,E83
dp_1058,宝马汽车进口宝马X3,2.5,5,141,4656,E83
dp_1059,宝马汽车进口宝马X3,2.5,5,160,4569,E83
dp_1060,宝马汽车进口宝马X3,2.5,5,160,4656,E83
dp_1061,宝马汽车进口宝马X3,3.0,5,160,4656,E83
dp_1062,宝马汽车进口宝马X3,3.0,5,170,4569,E83
dp_1063,宝马汽车进口宝马X3,3.0,5,170,4656,E83
dp_1064,宝马汽车进口宝马X3,3.0,5,190,4648,F25
dp_1065,宝马汽车进口宝马X3,3.0,5,200,4565,E83
dp_1066,宝马汽车进口宝马X3,3.0,5,200,4569,E83
dp_1067,宝马汽车进口宝马X3,3.0,5,200,4648,F25
dp_1068,宝马汽车进口宝马X3,3.0,5,200,4656,E83
dp_1069,宝马汽车进口宝马X3,3.0,5,210,4656,E83
dp_1070,宝马汽车进口宝马X3,3.0,5,225,4642,F25
dp_1071,宝马汽车进口宝马X3,3.0,5,225,4648,F25
dp_1072,宝马汽车进口宝马X3,3.0,5,225,4652,F25
dp_1073,宝马汽车进口宝马X3,3.0,5,230,4648,F25
dp_1074,宝马汽车进口宝马X4,2.0,5,135,4683,F26
dp_1075,宝马汽车进口宝马X4,2.0,5,135,4763,G02
dp_1076,宝马汽车进口宝马X4,2.0,5,180,4683,F26
dp_1077,宝马汽车进口宝马X4,2.0,5,185,4763,G02
dp_1078,宝马汽车进口宝马X4,3.0,5,225,4683,F26
dp_1079,宝马汽车进口宝马X4,3.0,5,265,4683,F26
dp_1080,宝马汽车进口宝马X5,2.0,5,170,4854,F15
dp_1081,宝马汽车进口宝马X5,2.0,5,176,4910,F15
dp_1082,宝马汽车进口宝马X5,2.0,5,180,4909,F15
dp_1083,宝马汽车进口宝马X5,2.9,5,135,4666,E53
dp_1084,宝马汽车进口宝马X5,3.0,5,160,4666,E53
dp_1085,宝马汽车进口宝马X5,3.0,5,170,4666,E53
dp_1086,宝马汽车进口宝马X5,3.0,5,170,4667,E53
dp_1087,宝马汽车进口宝马X5,3.0,5,173,4854,E70
dp_1088,宝马汽车进口宝马X5,3.0,5,180,4854,E70
dp_1089,宝马汽车进口宝马X5,3.0,5,187,4907,F15
dp_1090,宝马汽车进口宝马X5,3.0,5,187.4,,F15
dp_1091,宝马汽车进口宝马X5,3.0,5,190,4909,F15
dp_1092,宝马汽车进口宝马X5,3.0,5,200,4854,E70
dp_1093,宝马汽车进口宝马X5,3.0,5,210,4859,E70
dp_1094,宝马汽车进口宝马X5,3.0,5,220.5,,F15
dp_1095,宝马汽车进口宝马X5,3.0,5,221,4907,F15
dp_1096,宝马汽车进口宝马X5,3.0,5,221,4910,F15
dp_1097,宝马汽车进口宝马X5,3.0,5,225,4857,E70
dp_1098,宝马汽车进口宝马X5,3.0,5,225,4859,E70
dp_1099,宝马汽车进口宝马X5,3.0,5,225,4862,E70
dp_1100,宝马汽车进口宝马X5,3.0,5,225,4909,F15
dp_1101,宝马汽车进口宝马X5,3.0,5,225,,E70
dp_1102,宝马汽车进口宝马X5,3.0,5,235,4862,E70
dp_1103,宝马汽车进口宝马X5,3.0,5,250,4930,G05
dp_1104,宝马汽车进口宝马X5,3.0,5,250,4935,G05
dp_1105,宝马汽车进口宝马X5,4.0,5,300,4909,F15
dp_1106,宝马汽车进口宝马X5,4.4,5,210,4666,E53
dp_1107,宝马汽车进口宝马X5,4.4,5,235,4666,E53
dp_1108,宝马汽车进口宝马X5,4.4,5,235,4667,E53
dp_1109,宝马汽车进口宝马X5,4.4,5,300,4857,E70
dp_1110,宝马汽车进口宝马X5,4.4,5,300,4862,E70
dp_1111,宝马汽车进口宝马X5,4.4,5,327,4910,F15
dp_1112,宝马汽车进口宝马X5,4.4,5,327,,F15
dp_1113,宝马汽车进口宝马X5,4.4,5,340,4935,G05
dp_1114,宝马汽车进口宝马X5,4.6,5,255,4666,E53
dp_1115,宝马汽车进口宝马X5,4.6,5,255,4667,E53
dp_1116,宝马汽车进口宝马X5,4.8,5,261,4859,E70
dp_1117,宝马汽车进口宝马X5,4.8,5,265,4666,E53
dp_1118,宝马汽车进口宝马X5,4.8,5,265,4667,E53
dp_1119,宝马汽车进口宝马X5,4.8,5,265,4854,E53
dp_1120,宝马汽车进口宝马X5,4.8,5,265,4854,E70
dp_1121,宝马汽车进口宝马X6,2.0,5,180,4929,F16
dp_1122,宝马汽车进口宝马X6,3.0,5,173,4877,E71
dp_1123,宝马汽车进口宝马X6,3.0,5,180,4877,E71
dp_1124,宝马汽车进口宝马X6,3.0,5,210,4877,E71
dp_1125,宝马汽车进口宝马X6,3.0,5,220.5,,F16
dp_1126,宝马汽车进口宝马X6,3.0,5,225,4877,E71
dp_1127,宝马汽车进口宝马X6,3.0,5,225,4880,E71
dp_1128,宝马汽车进口宝马X6,3.0,5,225,4923,F16
dp_1129,宝马汽车进口宝马X6,3.0,5,225,4929,F16
dp_1130,宝马汽车进口宝马X6,3.0,5,225,,F16
dp_1131,宝马汽车进口宝马X6,3.0,5,235,4880,E71
dp_1132,宝马汽车进口宝马X6,4.0,5,300,4929,F16
dp_1133,宝马汽车进口宝马X6,4.4,5,300,4877,E71
dp_1134,宝马汽车进口宝马X6,4.4,5,300,4880,E71
dp_1135,宝马汽车进口宝马X6,4.4,5,332,4923,F16
dp_1136,宝马汽车进口宝马X6,4.4,5,332,,F16
dp_1137,宝马汽车进口宝马X6,4.4,5,357,4877,E72
dp_1138,宝马汽车进口宝马X7,3.0,5,250,5163,G07
dp_1139,宝马汽车进口宝马X7,4.4,5,390,5163,G07
dp_1140,宝马汽车进口宝马Z3,1.8,2,85,4049,E36/7
dp_1141,宝马汽车进口宝马Z3,1.9,2,103,4049,E36/7
dp_1142,宝马汽车进口宝马Z3,2.2,2,125,4049,E36/8
dp_1143,宝马汽车进口宝马Z3,2.8,2,142,4026,E36/8
dp_1144,宝马汽车进口宝马Z3,2.8,2,142,4049,E36/8
dp_1145,宝马汽车进口宝马Z3,3.0,2,170,4026,E36/8
dp_1146,宝马汽车进口宝马Z3,3.0,2,170,4049,E36/8
dp_1147,宝马汽车进口宝马Z4,2.0,2,110,4092,E85
dp_1148,宝马汽车进口宝马Z4,2.0,2,135,4239,E89
dp_1149,宝马汽车进口宝马Z4,2.0,2,145,4336,G29
dp_1150,宝马汽车进口宝马Z4,2.0,2,145,4337,G29
dp_1151,宝马汽车进口宝马Z4,2.0,2,180,4239,E89
dp_1152,宝马汽车进口宝马Z4,2.2,2,125,4092,E85
dp_1153,宝马汽车进口宝马Z4,2.5,2,130,4092,E85
dp_1154,宝马汽车进口宝马Z4,2.5,2,141,4092,E85
dp_1155,宝马汽车进口宝马Z4,2.5,2,150,4239,E89
dp_1156,宝马汽车进口宝马Z4,2.5,2,160,4091,E85
dp_1157,宝马汽车进口宝马Z4,2.5,2,160,4092,E85
dp_1158,宝马汽车进口宝马Z4,3.0,2,160,4092,E85
dp_1159,宝马汽车进口宝马Z4,3.0,2,170,4091,E85
dp_1160,宝马汽车进口宝马Z4,3.0,2,170,4092,E85
dp_1161,宝马汽车进口宝马Z4,3.0,2,190,4239,E89
dp_1162,宝马汽车进口宝马Z4,3.0,2,195,4091,E85
dp_1163,宝马汽车进口宝马Z4,3.0,2,195,4091,E86
dp_1164,宝马汽车进口宝马Z4,3.0,2,195,4092,E85
dp_1165,宝马汽车进口宝马Z4,3.0,2,195,4092,E86
dp_1166,宝马汽车进口宝马Z4,3.0,2,225,4239,E89
dp_1167,宝马汽车进口宝马Z4,3.0,2,250,4244,E89
dp_1168,宝马汽车进口宝马Z4,3.0,2,250,4245,E89
dp_1169,宝马汽车进口宝马Z4,3.0,2,250,4337,G29
dp_1170,宝马汽车进口宝马Z8,4.9,2,294,4400,E52
dp_1171,保时捷汽车进口保时捷911,3.0,2,272,4499,991
dp_1172,保时捷汽车进口保时捷911,3.0,2,309,4499,991
dp_1173,保时捷汽车进口保时捷911,3.0,2,331,4519,992
dp_1174,保时捷汽车进口保时捷911,3.0,2,331,4528,991
dp_1175,保时捷汽车进口保时捷911,3.4,2,221,4430,996
dp_1176,保时捷汽车进口保时捷911,3.4,2,257,4491,991
dp_1177,保时捷汽车进口保时捷911,3.6,2,235,4430,996
dp_1178,保时捷汽车进口保时捷911,3.6,2,235,4430,997
dp_1179,保时捷汽车进口保时捷911,3.6,2,235,4432,996
